Sentiment,News
positive,net sale increased eur193 3 eur179 9 pretax profit rose 342 eur43 1 eur1 usd1 4
positive,net sale surged 185 eur167 8 teleste said eur20 4 122 sale came acquisition made 2009
positive,nordea group operating profit increased 2010 18 percent yearonyear 364 billion euro total revenue 3 percent 933 billion euro
positive,operating profit ninemonth period increased eur13 6 net sale increased eur394 7 compared corresponding period 2005
positive,operating profit ninemonth period increased eur3 1 net sale increased eur61 5 compared corresponding period 2007
positive,operating profit threemonth period increased eur1 2 revenue increased eur20 2 compared corresponding period 2005
positive,brazilian unit finnish security solution provider fsecure signed 1500 new client last year online news source reseller web quoted division commercial director vladimir brandúo saying
positive,company net profit rose 114 year 822 million euro 2005 sale 6865 million euro 138 year company said earlier
positive,lithuanian beer market made 1441 million liter january rise 08 percent yearearlier figure lithuanian brewer association reporting citing result member
positive,viking line cargo revenue increased 54 eur 2146 mn cargo volume increased 24 70116 cargo unit
positive,fair value property portfolio doubled result kapiteeli acquisition totalled eur 26862 12597 million
positive,10 february 2011 finnish medium company sanoma oyj hel saa1v said yesterday 2010 net profit almost tripled eur297 3 eur107 1 2009 announced proposal raised payout
positive,helsinki eliiv today reported eps eur1 13 2009 increase eps eur1 12 2008
positive,aspo plc stock exchange release february 11 2011 at8 45 esl shipping ltd part aspo group signed new longterm contract rautaruukki corporation marine transport raw material baltic sea
positive,commission income increased 22 eur 44 mn lending volume rose 135
positive,january traffic measured revenue passenger kilometre rpk went 32 capacity measured available seat kilometre ask rose 122
positive,januaryseptember 2010 fiskars net profit went 14 yearonyear eur 654 million net sale eur 5253 million eur 4877 million
positive,net income life insurance rose eur 165 mn eur 140 mn net income nonlife insurance eur 226 mn eur 152 mn 2009
positive,nyrstar also agreed supply talvivaara 150000 tonne sulphuric acid per annum use talvivaara leaching process period supply zinc concentrate
positive,sale department store division hobby hall increased 7 sale clothing store subsidiary seppala decreased 4
positive,sale risen export market
positive,sale increased due growing market rate increased operation
positive,agreement strengthens longterm partnership nokia siemens network
positive,agreement signed biohit healthcare ltd ukbased subsidiary biohit oyj finnish public company develops manufacture market liquid handling product diagnostic test system
positive,company also estimate already carried investment lead increase net sale 2010 2009 reached eur 1417 million
positive,company order book stood 15 bln euro 22 bln september 30 2007 242 pct year international order amounting 365 mln euro 5343 mln
positive,company said paper demand increased main market including publication paper increased average paper price 4 percent compared last year
positive,world second largest stainless steel maker said net profit threemonth period dec 31 surged euro603 million u 781 million euro3 33 u 431 per share euro172 million euro0 94 per share previous year
positive,within framework partnership nokia siemens network signed initial framework purchase agreement sitronics subsidiary jsc mikron largest manufacturer exporter microelectronic component russia
positive,seppala revenue increased 02 eur10 1 finland revenue went 24 eur6 8 sale abroad rose 62 eur3 3 sale increased baltic country well russia ukraine
positive,share standard chartered stan rose 12 ftse 100 royal bank scotland rb share rose 2 barclays share barc bcs 17
positive,share nokia corp rose thursday cell phone maker said thirdquarter earnings almost doubled share global handset market increased
positive,financial report published friday seb said net profit soared sek6 745 bn 2010 yearearlier sek1 114 bn proposed 50 dividend increase sek1 50 per share
positive,sale department store division increased 15 sale clothing store subsidiary seppala increased 8 meanwhile sale hobby hall decreased 12
neutral,request finnish medium company alma medium newspaper research manager jari kaivooja finland future research centre turku school economics drawn future scenario finland national economy using model developed university denver
neutral,sweden gallerix accumulated sek denominated sale 1 eur denominated sale 11
neutral,company support global customer developing new technology offer fast route product development application volume production
neutral,investment place atrium plan expand moscow market
neutral,new agreement continuation theagreement signed earlier year lemminkainen group whereby cramo acquired entire construction machine fleet oflemminkainen talo oy ita ja pohjois suomo signed asimilar agreement said tatu hauhio managing director ofcramo finland
positive,first contract envisaged construction three ferryboat option two unit confirmed total value 500 mln euro 6458 mln
neutral,june sold 30 percent stake nordstjernan investment group taken option acquire eqt remaining share
positive,kesko corporation stock exchange release 28022008 0930 1 1 kesko corporation aspo plc today signed agreement aspo acquires share capital kaukotelko ltd subsidiary wholly owned kesko
positive,sponda plc stock exchange release 5 december 2006 1545 eur 15 billion syndicated credit facility sponda sponda signed agreement oneyear syndicated credit facility total eur 15 billion
neutral,stock exchange announcement 20 july 2006 1 1 basware share subscription warrant increase share capital total 119 850 share subscribed basware warrant program
positive,contract cover hdo platform ac800 cxe880 optical fttb node designed increase forward return path capacity transmission network
neutral,new plant planned electricity generation capacity 350 megawatt mw heat generation capacity
positive,omx helsinki 25 index 092 pct 251867 helsinki cap portfolio index 091 pct higher 471119
neutral,sale growth car considerably influence tire market
neutral,maximum 666104 new share subscribed exercising b option 2004 stock option plan
neutral,result share issue number company share increase 391630 share share capital total eur 1566520
neutral,finnish real estate investor sponda plc said wednesday 12 march signed agreement danske bank helsinki branch 7year eur150m credit facility ilmarinen mutual pension insurance company 7year eur50m credit facility
neutral,route helsinki finland tallinn estonia cargo volume increased 36 cargo volume finland sweden fell 9
neutral,measure included increasing synergy economy scale within grimaldi group personnel adjustment divestments redelivery excess tonnage
positive,rinkuskiai raised sale 181 percent 137 million liter sale kauno alus grew 143 percent 960000 liter
neutral,telecomworldwire7 april 2006tj group plc sell stake morning digital design oy finnish company tj group plc said friday 7 april signed agreement selling share morning digital design oy edita oyj
positive,telecomworldwire7 april 2006tj group plc sell stake morning digital design oy finnish company tj group plc said friday 7 april signed agreement selling share morning digital design oy edita oyj
neutral,718430 new series share become subject trading helsinki stock exchange main list together old series share july 3 2006
neutral,fuel purchase contract signed three month delivery september november
neutral,tiimari operates 194 store six country including core finnish market generated turnover 765 mln eur 2005
positive,agreement biohit becomes focus supplier pipettors disposable pipettor tip vwr customer throughout europe
positive,combination service enabling u offer complex strengthened service chain limited baltic port connection also getting access world wide grimaldi network mediterranean africa north america say uwe bakosch
neutral,blindspots coming 1 vantage point allows investigator see whole story high resolution unbroken video
positive,company still expects turnover 2010 slightly increase level 2009 adding market predictability still poor trustworthy forecast market development contract manufacturing business current year
positive,acquisition considerably increase kemira sale market position russian metal industry coating market
positive,januaryseptember 2007 finnlines net sale rose eur 5054 mn eur 4735 mn corresponding period 2006
positive,adjusted change group structure division net sale increased 17
positive,change optimize operational efficiency growing business said julia prohaska director marketing communication fiskars
positive,would invest physical infrastructure would also provide knowhow managing developing science technology park said sunrise valley director andrius bagdonas
positive,4 february 2011 finnish broadband data communication system provider teleste oyj hel tlt1v saw net profit jump eur2 1 last quarter 2010 eur995 000 period 2009
positive,finnish aktia group operating profit rose eur 175 mn first quarter 2010 eur 82 mn first quarter 2009
positive,finnish bank àland consolidated net operating profit increased eur 48 mn first quarter 2005 eur 64 mn first quarter 2006
positive,finnish financial group aktia report operating profit eur 444 mn januaryseptember 2009 eur 373 mn corresponding period 2008
positive,finnish high technology provider vaahto group report net sale eur 418 mn accounting period september 2007 february 2008 increase 112 year earlier
positive,net sale finnish food industry company lñnnen tehtaat continuing operation increased 13 2008 eur 3491 mn eur 3096 mn 2007
positive,individual promotion also generated slightly higherthanexpected revenue
positive,biohit already service many current genesis customer customer base expected expand result agreement
positive,operating profit turnover threemonth period increased respectively eur0 9 eur8 3 compared corresponding period 2005
positive,circulation revenue increased 5 finland 4 sweden 2008
positive,clothing chain seppñlñ net sale increased 70 eur 308 mn
positive,construction volume meanwhile grow rate 1015 percent annually
positive,finnish swedish construction market still experiencing estimated 4 annual growth 2008
positive,however biohit estimate total net sale continue grow 2009 favourable trend net sale lead profit 2009
positive,2009 fiskars cash flow operating activity amounted eur121m eur97m previous year
positive,lithuania operating profit rose eur 190000 eur 70000 corresponding period 2005
positive,fourth quarter 2008 net sale increased 2 eur 10507 mn eur 10270 mn fourth quarter 2007
positive,international sale rose 598 eur 12444 mn
neutral,kalmar espana generated net sale 113 mln euro 148 mln 2005
positive,net sale grew period x20ac 402 million 585us million x20ac 401 million 2006
positive,net sale increased eur655m april june 2010 eur438m year earlier
positive,net sale rose 255 yearonyear eur59 6 number charger delivered went 41 659 million piece
positive,net sale totaled eur 936 mn eur 932 mn corresponding period 2005
positive,nokia also noted average selling price handset declined period though mobile phone profit margin rose 22 percent 13 percent yearago quarter
positive,operating profit increased 1451 eur 83 mn eur 34 mn
positive,operating profit margin increased 112 117
positive,operating profit rose eur 311 mn eur 122 mn corresponding period 2009
positive,operating profit rose eur 5mn eur 28 mn fourth quarter 2008
positive,operating profit eur 245 mn eur 230 mn
positive,ramirent net sale second quarterended june 30 euro 1287 million u 163 million 33percent increase compared euro 1246 million thesecond quarter last year
positive,revenue grew 2 percent x20ac 580 million 743 million x20ac 569 million
positive,ruukki announced signed agreement aker solution norway supply 24 suction anchor september 2010 kalajoki unit finland
positive,ruukki delivery volume selling price showed favourable development company comparable net sale grew 50 yearonyear eur647m ceo sakari tamminen said
positive,sanoma magazine net sale estimated grow 2006
positive,bank forecast finland gdp grow 2 2010 2011
positive,circuit overall production rate weekly basis excess average 40000 tonne per day volume excess 50000 tonne per day reached individual day
positive,company consolidated operating profit amounted eur 1586 mn eur 414 mn yearonyear
positive,department store division reported increase sale 4 per cent
positive,fair value company investment property grew eur 2803 billion end march 2009 eur 2691 million year ago
positive,last quarter best quarter 2009 net sale operating margin rose 122
positive,major brewery increased domestic beer sale 45 per cent last year 25688 million litre 24592 million litre 2004
positive,transaction double tecnomens workforse add fourth net sale
positive,operating profit rose 269 eur 1058 834 million
positive,purchase cramo become second largest rental service provider latvian market
positive,priority 2009 strengthen company balance sheet increase cash flow ceo hannu krook said
positive,purchase operation part yit strategy expand offering building system service geographically
positive,21 october 2010 finnish fishing tackle company rapala vmc corp hel rap1v said today net profit rose eur18 9 first nine month 2010 eur15 1 period year earlier
neutral,structure bim building information modeling software tekla modelbased software provider adopted construction management delivery university project abu dhabi
positive,according finnish metso mineral value company order gone eur 19 bn 12 month
positive,finnish aldata solution signed contract supply gold system two french retail chain
positive,finnish bank àland report operating profit rose eur 213 mn second quarter 2009 eur 61 mn corresponding period 2008
positive,finnish financial group aktia operating profit 2009 increased eur 470 mn eur 66 mn 2008
positive,finnish forest machinery manufacturer ponsse net sale grew eur 513 mn first quarter 2010 eur 375 mn corresponding period 2009
positive,finnish kci konecranes raised net sale growth estimate 2006 25 35
positive,finnish okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer company norsun signed contract okmetic supply norsun mono silicon crystal use solar cell manufacturing
positive,finnish pharmaceutical company orion net sale rose eur 190mn first quarter 2009 eur 180mn first quarter 2008
positive,finnish ponsse signed agreement babcock africa distribution support ponsse forest machine harvester head information system south africa
positive,south african sappi become largest foreign forest industry company operating finland result acquisition finnish mreal corporation graphic paper business unit
positive,according deputy md pekka silvennoinen aim double turnover next three year
positive,according hkscan finland plan increase jñrvisuomen portti net sale eur 80mn eur 100mn
positive,advertising circulation revenue grew 34 04 respectively
positive,takeover cramo become second largest rental service provider latvian market
positive,significant sale increase 186 russia
positive,alma medium expects net sale increase forecast previously
positive,also lemminkñinen profit accounting period went eur 31 mn eur 245 mn year ago
positive,end march 2007 group order book eur 396 mn 42 corresponding period 2006
positive,time profit company increased 10 h1 reached l 79000
neutral,aviation system maintenance based kansa generated net sale usd 26 million 2008
positive,besides increased share meat various sausage offering number new taste grill product shish kebab segment paavel said
positive,operating profit net sale 12month period increased respectively eur10 5 eur28 8 compared financial year 2004
positive,operating profit net sale 12month period increased respectively eur20 8 eur177 7 compared financial year 2004
positive,operating profit net sale 12month period increased respectively eur21 5 eur196 1 compared 2005
positive,operating profit net sale 12month period increased respectively eur4 7 eur26 7 compared 2004
positive,operating profit net sale ninemonth period increased respectively 266 34 compared corresponding period 2006
positive,operating profit net sale sixmonth period increased respectively eur13 8 eur143 6 compared corresponding period 2007
positive,operating profit net sale sixmonth period increased respectively eur0 4 eur3 2 compared corresponding period 2005
positive,operating profit net sale sixmonth period increased respectively eur18 1 eur127 6 compared corresponding period 2006
positive,operating profit net sale sixmonth period increased respectively eur7 5 eur655 5 compared corresponding period 2005
positive,operating profit net sale threemonth period increased respectively eur15 1 eur131 5 compared corresponding period 2005
positive,operating profit net sale threemonth period increased respectively eur16 0 eur139m compared corresponding quarter 2006
positive,operating profit sale threemonth period increased respectively eur0 3 eur13 1 compared corresponding period 2005
positive,operating profit turnover ninemonth period increased respectively eur2 4 eur43 8 compared corresponding period year ago
positive,operating profit turnover sixmonth period increased respectively eur17 6 eur1149 9 compared corresponding period 2007
positive,operating profit turnover sixmonth period increased respectively eur0 1 eur29 0 compared corresponding period year ago
positive,cargo volume grew 7
positive,cargo volume increased approximately 5
positive,comparable operating profit totaled eur 854mn eur 730mn 2004
positive,digia said consolidated net sale januaryjune 2010 eur67 8 97 period 2009 eur61 9
positive,diluted earnings per share eps rose eur 029 eur 005
positive,diluted earnings per share eps rose eur 052 versus eur 009
positive,diluted earnings per share eps rose eur 105 eur 064
positive,diluted earnings per share eps rose eur 368 eur 050
positive,diluted eps rose eur3 68 eur0 50
positive,ebit margin 14 51
neutral,editor note grimaldi generated 17 bln euro 2182 bln turnover 2005 ansa reported may 29 2006
positive,eps quarter eur0 00 compared eur0 01 third quarter 2008 representing group net sale third quarter eur15 3 28 compared eur14 9 third quarter 2008
positive,eps continuing operation came 030 eur 017
positive,equity ratio 609 compared 542 third quarter 2007 net sale frozen food business totaled eur 110 5 third quarter 2006
positive,eur928 000 q1 2010 6 may 2010 finnish textile clothing design company marimekko oyj hel mmo1v said today net profit rose eur928 000 first quarter 2010 eur13 000 corresponding period year earlier
positive,finlandbased elcoteq se privately held provider electronics manufacturing service communication company said thursday signed longterm manufacturing supply deal communication equipment company andrew corp
positive,finnish cutlery hand tool maker fiskars oyj abp hel fisa said today net profit rose eur 241 million usd 336 third quarter 2010 eur 179 million year earlier
positive,finnish department store chain stockmann oyj abp net profit rose 398 mln euro 568 mln first nine month 2007 374 mln euro 534 mln period 2006
positive,finnish lifting equipment maker konecranes oyj said july 30 2008 net profit rose 712 mln euro 1111 mln first half 2008 571 mln euro 891 mln period 2007
positive,finnish messaging solution developer tecnomen corporation omx helsinki tem1v said thursday 11 december received expansion order convergent charging solution latin america
positive,finnish metal industry solution supplier outotec oyj net profit rose 504 mln euro 725 mln first nine month 2007 201 mln euro 289 mln period 2006
positive,finnish metal product company componenta oyj net profit rose 261 mln euro 359 mln first quarter 2007 53 mln euro 73 mln period 2006
positive,finnish office supply computer accessory dealer belttongroup plc said net profit rose 13 mln euro 17 mln 2006 113 mln euro 15 mln 2005
positive,finnish security privacy software solution developer stonesoft oyj said january 7 2008 preliminary sale stonegate product grew 59 pct yearonyear 36 mln euro 53 mln fourth quarter 2007
positive,finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported thursday 7 august operating profit eur5 3 period januaryjune 2008 eur3 3 corresponding period 2007
positive,finnish software developer done solution oyj said net profit increased 35 mln euro 46 mln 2006 23 mln euro 30 mln 2005
positive,first quarter underlying operating profit rose 41 mln eur 33 mln year earlier
positive,following acquisition relacom strengthen presence finland serving operator office market mobile fixed network construction installation maintenance service
positive,first nine month 2010 company net profit rose eur41m eur30m corresponding period 2009
positive,helsinki afx retail wholesale group kesko reported net sale 6594 mln eur february increase 108 pct yearonyear
positive,however net sale 2010 seen grown eur598 3 eur582 3 2009
positive,however sale returned growth apriljune 2010 ceo pekka eloholma said
positive,ragutis controlled finnish brewery reported 54percent rise beer sale 1044 million litre held 1109percent market share
positive,svyturysutenos alus controlled nordic group baltic beverage holding bbh posted 47percent growth beer sale januarymay 4622 million litre
neutral,2007 contempus generated revenue nok 693 approx
positive,addition kone signed twoyear maintenance contract escalator
positive,december alone member lithuanian brewer association sold total 203 million liter beer increase 19 percent sale 1992 million liter december 2004
positive,januaryseptember 2009 group net interest income increased eur 1124 mn eur 743 mn januaryseptember 2008
positive,q1 2010 bank àland net interest income increased eur 91 mn eur 97 mn
positive,sweden operating profit period review totaled eur 34 mn 308 corresponding period 2005
positive,fourth quarter 2009 orion net profit went 338 yearonyear eur33m
positive,second quarter 2010 group net profit rose eur 31 million eur 25 million apriljune 2009
positive,second quarter 2010 group net profit rose eur3 1 eur2 5 apriljune 2009
positive,third quarter net sale increased 12 yearonyear eur 1595 million 6 comparable currency rate growth
positive,third quarter net sale increased 12 yearonyear eur159 5 6 comparable currency rate growth
neutral,incap estimate generate revenue 10 mln euro 132 mln indian operation 2007
positive,market share widened 4851 percent 4831 percent year earlier
neutral,total annual revenue come 160 mln zloty 569 mln42 3 mln euro
positive,kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessory net sale 81 million euro 2007 increase onetenth preceding year
positive,kesko car import retailing business vvauto saw sale grow 171 pct
positive,kone net sale rose 14 yearonyear first nine month 2008
positive,adp news feb 11 2009 finnish management software solution provider ixonos oyj hel xns1v said today net profit rose eur 35 million usd 45 2008 eur 31 million 2007
positive,adp news feb 12 2009 finnish solution provider affecto oyj hel afe1v said today net profit rose eur 85 million usd 11m 2008 eur 7 million 2007
positive,adp news feb 6 2009 finnish fishing tackle company rapala vmc corp hel rap1v said today net profit rose eur 192 million usd 246 2008 eur 175 million 2007
positive,adp news nov 5 2008 finnish electronic measurement product solution maker vaisala oyj omx vaias said today net profit rose eur 18 million usd 231 first nine month 2008 eur
positive,adp news oct 29 2008 finnish lifting equipment maker konecranes oyj omx kcr1v said today net profit rose eur 1166 million usd 1491 first nine month 2008 eur 736 million
positive,metso expects net sale increase 10 2008 comparable exchange rate
neutral,mreal generated turnover eur5 6 bn 2006 15500 employee
positive,neste oil corp signed longterm procurement contract honkajoki oy findest protein oy owned finnish food manufacturer supply animal fat biodiesel production neste 200000 bcd porvoo finland refinery
positive,net interest income increased 45 eur 314 mn eur 300 mn 2004
positive,net interest income eur 1522 mn eur 1010 mn 2008
positive,net interest income eur 393 mn eur 327 mn
positive,net sale vegetable oil business rose eur 106 mn eur 101 mn
positive,nokia multimedia net sale totaled eur 57 bn 45 corresponding period 2005
positive,operating income rose eur 6964 mn eur 6003 mn 2009
positive,operating profit kauppalehti group rose eur 15 mn eur 13 mn marketplace eur 13 mn eur 10 mn third quarter 2006
positive,operating profit rose eur 194 mn eur 245 mn
positive,operating profit rose 221 mln eur 199 mln
positive,operating profit rose eur 16 mn eur 11 mn corresponding period 2006
positive,operating profit rose eur 1034 mn eur 232 corresponding period 2006
positive,operating profit rose eur 135 mn eur 97 mn corresponding period 2006
positive,operating profit rose eur 267 mn eur 149 mn corresponding period 2006
positive,operating profit rose eur 278 mn eur 175 mn 2008
positive,operating profit rose eur 32 mn eur 10 mn corresponding period 2008
positive,operating profit rose eur 47 mn eur 36 mn
positive,operating profit rose eur 47 mn eur 46 mn
positive,operating profit rose eur 92 mn eur 68 mn corresponding period 2007
positive,operating profit rose eur2 4 eur1 6 year earlier
positive,operating profit surged eur21m eur106 000
positive,operating profit totaled eur 377 mn slightly eur 372 mn corresponding period 2006
positive,operating profit totaled eur 55 mn eur 07 mn
positive,operating profit eur 114 mn eur 75 mn
positive,operating profit eur 1397 mn 23 eur 1138 mn
positive,order intake grew 40 yearonyear 30 yearonyear respectively eur 576 million eur 17 billion respective januaryseptember julyseptember 2010 period
positive,order received grew 55 yearonyear eur732m
positive,orion pharma operating profit increased 425 2004
positive,passenger volume rose 84 accounting period
positive,passengerrelated revenue rose 51 eur 4608 mn eur 4385 mn 2009
positive,press release 9 october 2009 ruukki signed contract deliver install steel structure bridge kyronsalmi strait savonlinna finland
positive,pretax profit rose eur 06 mn eur 04 mn corresponding period 2005
positive,pretax profit rose eur 1019 mn eur 1007 corresponding period 2005
positive,pretax profit rose eur 178 mn eur 149 mn 2005
positive,pretax profit totaled eur 3974 mn eur 1647 mn
positive,previously company guided ebit sale growth 20 pct 10 pct respectively year
positive,previously company estimated operating profit reach level 2005
positive,profit period totaled eur 394 mn eur 339 mn corresponding period 2006
positive,profit period eur 59 mn eur 13 mn
positive,profit period eur 98 mn eur 60 mn 2004
positive,revenue grew 12 percent x20ac 36 billion u 45 billion
positive,revenue july september grew 14 percent euro 467 million year earlier company said thursday
positive,revenue time grew 14 percent 43 million euro
positive,ruukki signed contract deliver install steel structure bridge kyronsalmi strait savonlinna finland
positive,sale latin america increased 42 eur 432mn total 87 mn mobile device sold area representing increase 32 corresponding period 2009
positive,sale clothing developed best
positive,sanoma magazine finland net sale grew eur 1401 mn eur 1318 mn
positive,satama net profit third quarter 2007 rose 275000 euro 395000 270000 euro 388000 period 2006
positive,section regional news demand finnair asian traffic measured passenger kilometer 349 august compare last year
positive,svyturysutenos alus controlled nordic group baltic beverage holding bbh posted 61 percent growth beer sale januaryseptember 10199 million liter
positive,would increase estimated sale 117 million last year
positive,agreement expands tekla structure scope use bridge design
positive,aim increase sale least one fifth 2006
positive,chain posted sale 298 million euro full 2005 rise 195 percent yearonyear
positive,company expects net sale 2008 increase 510 2007
positive,company expects net sale first half 2008 reach previous year level
positive,company process building new fleet placed order 10 pmax tanker 65200 dwt
positive,company operating income ebit totalled eur 00 mn eur 03 mn yearonyear
positive,eps outlook increased 56 pct 2007 70 pct 2008
positive,fair value investment property totaled eur 25349 mn eur 24551 mn 2006
positive,finnish government announced wednesday sold 32 percent stake chemical fertilizer group kemira oyj x20ac 6556 million 890us million sending company share price 6 percent
neutral,firm generated sale 187 mln eur 2005
positive,german company also signed code share agreement another oneworld member american airline inc part usbased amr corp nyse amr
positive,helsinkibased company also owns salomon atomic suunto brand said net profit rose 15 percent three month dec 31 x20ac 47 million 61us million x20ac 408 million year earlier
positive,increase capital stock registered finnish trade register 20 november 2006
positive,operating profit grain trading increased eur 20 mn eur 14 mn 2005
positive,stock rose second day wednesday bringing twoday rise gbx12 0 20
positive,stock rose third day tuesday bringing threeday rise gbx10 50 18
positive,transaction line aspo strategy expand baltic sea region eastern market
positive,transaction would increase earnings per share first quarter eur0 28
positive,recovery base metal price increased demand metal china however
positive,new representation extends comptel global presence total 18 country serving 250 customer 80 country worldwide
positive,tietoenator us nokia intellisync mobile suite wireless email calendar device management capability company extend service customer
positive,total operating revenue grew 276 yearonyear eur61m
positive,vacon cash flow operation grew eur 371 mn eur 219 mn year ago
neutral,vacon supply drive ruselprom power range 200 kw 2 mw
positive,also strengthen existing partnership cybercom say teleste cto esko myllyla
positive,via satlan acquisition teleste plan expand market presence video service partner cable operator broadcaster iptv service provider
positive,acquisition company expand offering north central south america said
positive,extension new contract eight engine plant produce 100 mw said
positive,yit say acquisition part strategy expansion central eastern european market
positive,basware product sale grew strongly financial period 24 percent
positive,second quarter 2010 firstquarter growth net sale since third quarter of2008 said magnus rosen ramirent ceo
positive,transaction strengthens position design branded good said fiskars president ceo heikki allonen pointing two group relatively overlapping operation
positive,1 february 2011 finnish textile clothing company marimekko oyj hel mmo1v said today preliminary operating profit grew eur8 2 2010 eur6 3 2009
neutral,finnish componenta published new longterm strategy period 20112015 aim growing together customer
positive,finnish larox signed contract talvivaara project delivery filter talvivaara nickel mine sotkamo finland
positive,affecto expects net sale whole 2010 increase 2009 level reached eur 103 million
positive,cash flow operation rose eur 527 mn eur 156 mn 2007
positive,commission income rose 257 eur 161 mn eur 128 mn 2004
positive,componenta objective agreement increase business existing production line
positive,earnings per share januaryjune 2010 eur0 30 increase 20 yearonyear eur0 25
positive,earnings per share eps rose eur 011 eur 003
positive,elisa said mobile subscription grew 7 percent 2007 mainly customer adopting socalled third generation mobile technology
positive,eps quarter came 036 eur 033 eur year ago ahead forecast 033 eur
positive,eps grew 004 eur 002 eur
positive,export grew 165 percent 191 million liter
positive,finnish investment group panostaja oyj said net profit went 86 mln euro 114 mln fiscal 200506 ended october 31 2006 28 mln euro 37 mln period fiscal 200405
positive,finnish metal component supplier componenta oyj said net profit went 35 mln euro 45 mln 2006 22 mln euro 28 mln 2005
positive,finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported thursday 30 october operating profit eur7 4 januaryseptember 2008 eur6 1 corresponding period 2007
positive,fiskars brand report net sale eur 1458 mn eur 1384 mn
positive,geosentric oyj geosolutions business unit gypsii mobile digital lifestyle application geomobility social networking platform signed agreement nanjing mynet make gypsii mobile social networking platform available customer china mobile
positive,helsinki afx outokumpu technology said signed 35 mln eur agreement mongolia erdenet mining corporation engineering first hydrocopper plant built erdenet mine site
positive,however proportion paid standing order grew 2009
positive,addition demand finland export lining stone product also increased
positive,januaryseptember 2007 group net sale continuing operation rose eur 2131 mn eur 1726 mn corresponding period 2006
positive,julyseptember 2008 yit net sale increased eur 9708 mn compared eur 9068 mn corresponding period 2007
positive,reporting period net sale rose 8 yearonyear eur64 3 due business acquisition realized first half 200809 effect eur10 9 review period
positive,reporting period company operating profit grew 432 eur 6 million
positive,last year net sale rose eur 683 million eur 622 million
positive,last year company raised turnover approximately 7 million litas eur 2 mln 61 million litas 2004
positive,adp news nov 18 2008 finnish ac drive manufacturer vacon oyj omx vac1v said today set new representative office romania ukraine serve growing market eastern southeastern europe
positive,marimekko group fullyear net sale estimated increase 10
positive,net sale surged 30 eur 36 million
positive,net sale went 1 yearonyear eur 29 million affected business acquisition realized previous financial period effect eur 51 million review period
positive,nevertheless market share rose 4914 percent 4851 percent year earlier
positive,nokia world largest mobile phone manufacturer china postel china largest mobile phone distributor longstanding partnership continues grow stronger time
positive,octoberdecember sale 302 mln eur 253 pct increase year year
positive,olvi control 94 percent stake ragutis le coq said annual report published earlier year lithuanian brewery sale reached 1504 million euro last year rise 204 percent 1249 million euro 2004
positive,olvi expects sale market share increase first quarter 2010
neutral,olvi target strengthen market share soft drink mineral water cider long drink energy drink
positive,operating profit increased eur 140 mn eur 49 mn corresponding period 2005
positive,operating profit asian plant grew markedly
positive,operating profit totaled eur 825mn eur 763mn 2004
